CVE,KeyEntities
CVE-2021-38011,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] storage foundation
[VERSION] prior to 96.0.4664.45
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-38012,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 96.0.4664.45
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-38013,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome on ChromeOS
[COMPONENT] fingerprint recognition
[VERSION] prior to 96.0.4664.45
[ATTACKER] remote attacker who had compromised a WebUI renderer process
[IMPACT] potentially perform a sandbox escape
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-38014,"[WEAKNESS] Out of bounds write
[PRODUCT] Google Chrome
[COMPONENT] Swiftshader
[VERSION] prior to 96.0.4664.45
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-3826,"[WEAKNESS] Heap/stack buffer overflow
[PRODUCT] libiberty
[COMPONENT] dlang_lname function in d-demangle.c
[VERSION] 
[ATTACKER] 
[IMPACT] denial of service (segmentation fault and crash)
[VECTOR] crafted mangled symbol
[ROOTCAUSE] "
CVE-2021-3835,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] Zephyr
[COMPONENT] usb device class
[VERSION] >= v2.6.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-3861,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] Zephyr
[COMPONENT] RNDIS USB device class
[VERSION] >= v2.6.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-38682,"[WEAKNESS] stack buffer overflow
[PRODUCT] QNAP device
[COMPONENT] QVR Elite, QVR Pro, QVR Guard
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-38687,"[WEAKNESS] stack buffer overflow
[PRODUCT] QNAP NAS
[COMPONENT] Surveillance Station
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-38689,"[WEAKNESS] stack buffer overflow
[PRODUCT] QNAP device
[COMPONENT] QVR Elite, QVR Pro, QVR Guard
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-38690,"[WEAKNESS] stack buffer overflow
[PRODUCT] QNAP device
[COMPONENT] QVR Elite, QVR Pro, QVR Guard
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-38691,"[WEAKNESS] stack buffer overflow
[PRODUCT] QNAP device
[COMPONENT] QVR Elite, QVR Pro, QVR Guard
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-38692,"[WEAKNESS] stack buffer overflow
[PRODUCT] QNAP device
[COMPONENT] QVR Elite, QVR Pro, QVR Guard
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-39048,"[WEAKNESS] stack based buffer overflow
[PRODUCT] IBM Spectrum Protect Client
[COMPONENT] 
[VERSION] 7.1 and 8.1
[ATTACKER] local attacker
[IMPACT] denial of service
[VECTOR] 
[ROOTCAUSE] improper bounds checking"
CVE-2021-39049,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] IBM i2 Analyst's Notebook
[COMPONENT] 
[VERSION] 9.2.0, 9.2.1, and 9.2.2
[ATTACKER] local attacker
[IMPACT] gain lower level privileges
[VECTOR] 
[ROOTCAUSE] improper bounds checking"
CVE-2021-39050,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] IBM i2 Analyst's Notebook
[COMPONENT] 
[VERSION] 9.2.0, 9.2.1, and 9.2.2
[ATTACKER] local attacker
[IMPACT] gain lower level privileges
[VECTOR] 
[ROOTCAUSE] improper bounds checking"
CVE-2021-39306,"[WEAKNESS] stack buffer overflow
[PRODUCT] Realtek RTL8195AM device
[COMPONENT] client code
[VERSION] before 2.0.10
[ATTACKER] 
[IMPACT] 
[VECTOR] big size Authentication challenge text in WEP security
[ROOTCAUSE] "
CVE-2021-3942,"[WEAKNESS] buffer overflow
[PRODUCT] HP Print products and Digital Sending products
[COMPONENT] 
[VERSION] 
[ATTACKER] 
[IMPACT] potential remote code execution
[VECTOR] use of Link-Local Multicast Name Resolution or LLMNR
[ROOTCAUSE] "
CVE-2021-39623,"[WEAKNESS] out of bounds write
[PRODUCT] Android
[COMPONENT] doRead of SimpleDecodingSource.cpp
[VERSION] Android-10 Android-11 Android-12 Android-9
[ATTACKER]
[IMPACT] remote escalation of privilege
[VECTOR]
[ROOTCAUSE] incorrect bounds check"
CVE-2021-39642,"[WEAKNESS] out of bounds write
[PRODUCT] Android
[COMPONENT] synchronous_process_io_entries of lwis_ioctl.c
[VERSION] Android kernel
[ATTACKER]
[IMPACT] local escalation of privilege
[VECTOR]
[ROOTCAUSE] race condition"
CVE-2021-39667,"[WEAKNESS] heap buffer overflow
[PRODUCT] Android
[COMPONENT] ih264d_parse_decode_slice of ih264d_parse_slice.c
[VERSION] Android-10 Android-11 Android-12
[ATTACKER] 
[IMPACT] remote information disclosure
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-39671,"[WEAKNESS] out of bounds read
[PRODUCT] Android
[COMPONENT] code generated by aidl_const_expressions.cpp
[VERSION] Android-12
[ATTACKER] 
[IMPACT] information disclosure
[VECTOR] 
[ROOTCAUSE] uninitialized data"
CVE-2021-39675,"[WEAKNESS] heap buffer overflow
[PRODUCT] Android
[COMPONENT] GKI_getbuf of gki_buffer.cc
[VERSION] Android-12
[ATTACKER] 
[IMPACT] remote escalation of privilege
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-39688,"[WEAKNESS] out of bounds read
[PRODUCT] Android
[COMPONENT] 
[VERSION] Android kernel
[ATTACKER] 
[IMPACT] local information disclosure
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-39708,"[WEAKNESS] out of bounds write
[PRODUCT] Android
[COMPONENT] gatt_process_notification of gatt_cl.cc
[VERSION] Android-12
[ATTACKER] 
[IMPACT] remote escalation of privilege
[VECTOR] 
[ROOTCAUSE] incorrect bounds check"
CVE-2021-39712,"[WEAKNESS] use after free
[PRODUCT] Android
[COMPONENT] 
[VERSION] Android kernel
[ATTACKER] 
[IMPACT] local escalation of privilege
[VECTOR] 
[ROOTCAUSE] race condition"
CVE-2021-39735,"[WEAKNESS] memory corruption
[PRODUCT] Android
[COMPONENT] gasket_alloc_coherent_memory of gasket_page_table.c
[VERSION] Android kernel
[ATTACKER] 
[IMPACT] local escalation of privilege
[VECTOR] 
[ROOTCAUSE] race condition"
CVE-2021-39762,"[WEAKNESS] out of bounds read
[PRODUCT] Android
[COMPONENT] tremolo
[VERSION] Android-12L
[ATTACKER] 
[IMPACT] remote information disclosure
[VECTOR] 
[ROOTCAUSE] integer overflow"
CVE-2021-39805,"[WEAKNESS] out of bounds read
[PRODUCT] Android
[COMPONENT] l2cble_process_sig_cmd of l2c_ble.cc
[VERSION] Android-12 Android-12L
[ATTACKER] 
[IMPACT] remote information disclosure through Bluetooth
[VECTOR] 
[ROOTCAUSE] missing bounds check"
CVE-2021-39812,"[WEAKNESS] out of bounds read
[PRODUCT] Android
[COMPONENT] 
[VERSION] Android kernel
[ATTACKER] 
[IMPACT] local escalation of privilege
[VECTOR] 
[ROOTCAUSE] use after free"
CVE-2021-39820,"[WEAKNESS] Out-of-bounds Write
[PRODUCT] Adobe InDesign
[COMPONENT] 
[VERSION] 16.3 (and earlier), and 16.3.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious TIFF file
[ROOTCAUSE] insecure handling"
CVE-2021-3999,"[WEAKNESS] off-by-one buffer overflow and underflow
[PRODUCT] glibc
[COMPONENT] getcwd()
[VERSION] 
[ATTACKER] local attacker
[IMPACT] memory corruption, potentially execute arbitrary code and escalate privileges
[VECTOR] control the input buffer and size passed to getcwd() in a setuid program
[ROOTCAUSE] "
CVE-2021-39990,"[WEAKNESS] Stack-based Buffer Overflow
[PRODUCT] 
[COMPONENT] screen lock module
[VERSION] 
[ATTACKER] 
[IMPACT] affect user experience
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-39996,"[WEAKNESS] Heap-based buffer overflow
[PRODUCT] 
[COMPONENT] NFC module in smartphones
[VERSION] 
[ATTACKER] 
[IMPACT] memory overflow
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40010,"[WEAKNESS] heap overflow
[PRODUCT] 
[COMPONENT] bone voice ID TA
[VERSION] 
[ATTACKER] 
[IMPACT] malicious code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40014,"[WEAKNESS] heap overflow
[PRODUCT] 
[COMPONENT] bone voice ID trusted application (TA)
[VERSION] 
[ATTACKER] 
[IMPACT] affect data confidentiality
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40026,"[WEAKNESS] Heap-based buffer overflow
[PRODUCT] 
[COMPONENT] AOD module in smartphones
[VERSION] 
[ATTACKER] 
[IMPACT] affect service integrity
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40057,"[WEAKNESS] heap-based and stack-based buffer overflow
[PRODUCT] 
[COMPONENT] video framework
[VERSION] 
[ATTACKER] 
[IMPACT] affect availability
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40058,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] 
[COMPONENT] video framework
[VERSION] 
[ATTACKER] 
[IMPACT] affect availability
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40060,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] 
[COMPONENT] video framework
[VERSION] 
[ATTACKER] 
[IMPACT] affect availability
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40064,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] 
[COMPONENT] system components
[VERSION] 
[ATTACKER] 
[IMPACT] affect system stability
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40161,"[WEAKNESS] Memory Corruption
[PRODUCT] PDFTron
[COMPONENT] 
[VERSION] earlier than 9.0.7
[ATTACKER] 
[IMPACT] code execution
[VECTOR] maliciously crafted DLL files
[ROOTCAUSE] "
CVE-2021-40164,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] 
[COMPONENT] 
[VERSION] 
[ATTACKER] 
[IMPACT] execute arbitrary code
[VECTOR] parsing TIFF, PICT, TGA, or RLC files
[ROOTCAUSE] "
CVE-2021-40167,"[WEAKNESS] memory corruption
[PRODUCT] DesignReview.exe
[COMPONENT] 
[VERSION] 
[ATTACKER] 
[IMPACT] code execution
[VECTOR] malicious crafted dwf or .pct file
[ROOTCAUSE] read access violation"
CVE-2021-40393,"[WEAKNESS] out-of-bounds write
[PRODUCT] Gerbv
[COMPONENT] RS-274X aperture macro variables handling functionality
[VERSION] 2.7.0 and dev (commit b5f1eacd) and the forked version (commit 71493260)
[ATTACKER] 
[IMPACT] code execution
[VECTOR] specially-crafted gerber file
[ROOTCAUSE] "
CVE-2021-40401,"[WEAKNESS] use-after-free
[PRODUCT] Gerbv
[COMPONENT] RS-274X aperture definition tokenization functionality
[VERSION] 2.7.0 and dev (commit b5f1eacd) and Gerbv forked 2.7.1
[ATTACKER] 
[IMPACT] code execution
[VECTOR] specially-crafted gerber file
[ROOTCAUSE] The aperture type is parsed using strtok but the ad variable is not compared against NULL"
CVE-2021-40417,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] DPDecoder service
[COMPONENT] 
[VERSION] 
[ATTACKER] 
[IMPACT] code execution
[VECTOR] 
[ROOTCAUSE] integer overflow in buffer size calculation"
CVE-2021-4052,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] web apps
[VERSION] prior to 96.0.4664.93
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted Chrome Extension
[ROOTCAUSE] "
CVE-2021-4053,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Linux
[COMPONENT] UI
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4055,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] extensions
[VERSION] prior to 96.0.4664.93
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted Chrome Extension
[ROOTCAUSE] "
CVE-2021-40556,"[WEAKNESS] stack overflow
[PRODUCT] ASUS RT-AX56U Router
[COMPONENT] httpd service
[VERSION] 3.0.0.4.386.44266
[ATTACKER] 
[IMPACT] execute commands remotely
[VECTOR] 
[ROOTCAUSE] strcat function called by caupload input handle function allowing user to enter 0xFFFF bytes into the stack"
CVE-2021-4056,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] loader
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4057,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] file API
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker who had compromised the renderer process
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4058,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4061,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4062,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] BFCache
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker who had compromised the renderer process
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4063,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] developer tools
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4064,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on ChromeOS
[COMPONENT] screen capture
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4065,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] autofill
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4066,"[WEAKNESS] Integer underflow
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4067,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on ChromeOS
[COMPONENT] window manager
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-40734,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Audition
[COMPONENT] 
[VERSION] 14.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] parsing a SVG file
[ROOTCAUSE] "
CVE-2021-40735,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Audition
[COMPONENT] 
[VERSION] 14.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40736,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Audition
[COMPONENT] 
[VERSION] 14.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-40738,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Audition
[COMPONENT] 
[VERSION] 14.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] parsing a WAV file
[ROOTCAUSE] "
CVE-2021-40739,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Audition
[COMPONENT] 
[VERSION] 14.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] parsing a M4A file
[ROOTCAUSE] "
CVE-2021-40740,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Audition
[COMPONENT] 
[VERSION] 14.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] parsing a M4A file
[ROOTCAUSE] "
CVE-2021-40763,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Character Animator
[COMPONENT] 
[VERSION] 4.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] parsing a WAF file
[ROOTCAUSE] "
CVE-2021-40764,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Character Animator
[COMPONENT] 
[VERSION] 4.4 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] parsing a M4A file
[ROOTCAUSE] "
CVE-2021-40777,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Media Encoder
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40779,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Media Encoder
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-4078,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-40780,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Media Encoder
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40783,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Rush
[COMPONENT] 
[VERSION] 1.5.16 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious WAV file
[ROOTCAUSE] insecure handling"
CVE-2021-40784,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Rush
[COMPONENT] 
[VERSION] 1.5.16 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious WAV file
[ROOTCAUSE] insecure handling"
CVE-2021-40786,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40787,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-4079,"[WEAKNESS] Out of bounds write
[PRODUCT] Google Chrome
[COMPONENT] WebRTC
[VERSION] prior to 96.0.4664.93
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted WebRTC packets
[ROOTCAUSE] "
CVE-2021-40792,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Pro
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40793,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Pro
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-40794,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Pro
[COMPONENT] 
[VERSION] 15.4.1 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-4083,"[WEAKNESS] read-after-free
[PRODUCT] Linux kernel
[COMPONENT] garbage collection for Unix domain socket file handlers
[VERSION] prior to 5.16-rc4
[ATTACKER] local user
[IMPACT] crash the system or escalate privileges
[VECTOR] 
[ROOTCAUSE] race condition when users call close() and fget() simultaneously"
CVE-2021-4093,"[WEAKNESS] out-of-bounds reads and writes
[PRODUCT] KVM
[COMPONENT] AMD code for supporting the Secure Encrypted Virtualization-Encrypted State (SEV-ES)
[VERSION] 
[ATTACKER] KVM guest using SEV-ES
[IMPACT] crash of the entire system or potential guest-to-host escape
[VECTOR] malicious VMGEXIT for a string I/O instruction
[ROOTCAUSE] "
CVE-2021-4099,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Swiftshader
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4100,"[WEAKNESS] Object lifecycle issue
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-4101,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Swiftshader
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-41017,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] FortiWeb
[COMPONENT] web API controllers
[VERSION] 6.4.1, 6.4.0, and 6.3.0 through 6.3.15
[ATTACKER] remote authenticated attacker
[IMPACT] execute arbitrary code or commands
[VECTOR] specifically crafted HTTP requests
[ROOTCAUSE] "
CVE-2021-4102,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 96.0.4664.110
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2021-41027,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] Fortinet FortiWeb
[COMPONENT] 
[VERSION] 6.4.1 and 6.4.0
[ATTACKER] authenticated attacker
[IMPACT] execute unauthorized code or commands
[VECTOR] crafted certificates loaded into the device
[ROOTCAUSE] "
CVE-2021-4129,"[WEAKNESS] memory safety bugs
[PRODUCT] Firefox, Firefox ESR, Thunderbird
[COMPONENT] 
[VERSION] Firefox < 95, Firefox ESR < 91.4.0, and Thunderbird < 91.4.0
[ATTACKER] 
[IMPACT] memory corruption, potentially run arbitrary code
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-41396,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Live555
[COMPONENT] error-handling module
[VERSION] through 1.08
[ATTACKER] 
[IMPACT] DoS attack
[VECTOR] huge number of incoming socket connections in a short time
[ROOTCAUSE] "
CVE-2021-41458,"[WEAKNESS] stack buffer overflow
[PRODUCT] GPAC MP4Box
[COMPONENT] src/utils/error.c:1769
[VERSION] v1.1.0
[ATTACKER] 
[IMPACT] denial of service
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-4156,"[WEAKNESS] out-of-bounds read
[PRODUCT] libsndfile
[COMPONENT] FLAC codec functionality
[VERSION] 
[ATTACKER] 
[IMPACT] crash, potentially leak memory information
[VECTOR] specially crafted file
[ROOTCAUSE] "
CVE-2021-41736,"[WEAKNESS] heap-buffer overflow
[PRODUCT] Faust
[COMPONENT] function realPropagate() at propagate.cpp
[VERSION] v2.35.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-41752,"[WEAKNESS] Stack overflow
[PRODUCT] Jerryscript
[COMPONENT] new opt() function
[VERSION] before commit e1ce7dd7271288be8c0c8136eea9107df73a8ce2 on Oct 20, 2021
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] unbounded recursive call"
CVE-2021-41987,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] Mikrotik RouterOS
[COMPONENT] SCEP Server
[VERSION] 6.46.8, 6.47.9, and 6.47.10
[ATTACKER] 
[IMPACT] remote code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42059,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] Insyde InsydeH2O
[COMPONENT] UEFI DisplayTypeDxe DXE driver
[VERSION] Kernel 5.0 before 05.08.41, Kernel 5.1 before 05.16.41, Kernel 5.2 before 05.26.41, Kernel 5.3 before 05.35.41, and Kernel 5.4 before 05.42.20
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-4206,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] QEMU
[COMPONENT] QXL display device emulation, cursor_alloc() function
[VERSION] 
[ATTACKER] malicious privileged guest user
[IMPACT] crash the QEMU process on the host or potentially execute arbitrary code
[VECTOR] 
[ROOTCAUSE] integer overflow"
CVE-2021-4207,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] QEMU
[COMPONENT] QXL display device emulation
[VERSION] 
[ATTACKER] malicious privileged guest user
[IMPACT] crash the QEMU process on the host or potentially execute arbitrary code
[VECTOR] 
[ROOTCAUSE] double fetch of guest controlled values"
CVE-2021-4214,"[WEAKNESS] heap overflow
[PRODUCT] libpng
[COMPONENT] pngimage.c program
[VERSION] 
[ATTACKER] 
[IMPACT] application crash, denial of service
[VECTOR] specially crafted PNG file
[ROOTCAUSE] "
CVE-2021-42199,"[WEAKNESS] heap buffer overflow
[PRODUCT] swftools
[COMPONENT] swf_FontExtract_DefineTextCallback() in swftext.c
[VERSION] through 20201222
[ATTACKER] 
[IMPACT] code execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-42341,"[WEAKNESS] memory corruption
[PRODUCT] OpenRC
[COMPONENT] checkpath
[VERSION] before 0.44.7
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] uses the direct output of strlen() to allocate strings, which does not account for the '\\0' byte"
CVE-2021-42526,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
CVE-2021-42527,"[WEAKNESS] memory corruption
[PRODUCT] Adobe Premiere Elements
[COMPONENT] 
[VERSION] 20210809.daily.2242976 (and earlier)
[ATTACKER] 
[IMPACT] arbitrary code execution
[VECTOR] malicious file
[ROOTCAUSE] insecure handling"
