CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-33938,format string injection,memory corruption,information disclosure,malicious XML payload,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",ghome_process_control_packet functionality
CVE-2022-34287,stack corruption,information disclosure,,,,"PADS Standard/Plus Viewer",All versions,
CVE-2022-34290,stack corruption,information disclosure,,,,"PADS Standard/Plus Viewer",All versions,
CVE-2022-34291,stack corruption,information disclosure,,,,"PADS Standard/Plus Viewer",All versions,
CVE-2022-3437,heap-based buffer overflow,denial of service,,,remote user,Samba,,GSSAPI unwrap_des() and unwrap_des3() routines of Heimdal
CVE-2022-3445,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 106.0.5249.119,Skia
CVE-2022-3448,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 106.0.5249.119,Permissions API
CVE-2022-34484,,memory corruption,,,,"Firefox, Firefox ESR, Thunderbird","< 102, < 91.11, < 102, < 91.11",
CVE-2022-3449,use after free,heap corruption,,crafted Chrome Extension,attacker who convinced a user to install a malicious extension,Google Chrome,prior to 106.0.5249.119,Safe Browsing
CVE-2022-34502,heap buffer overflow,denial of service,,,,"Radare2",v5.7.0,function consume_encoded_name_new at format/wasm/wasm.c
CVE-2022-34503,heap buffer overflow,denial of service,,,,"QPDF",v8.4.2,function QPDF::processXRefStream
CVE-2022-34568,use-after-free,,,,,SDL,v1.2,XFree function at /src/video/x11/SDL_x11yuv.c
CVE-2022-34680,integer truncation,out-of-bounds read,denial of service,,,NVIDIA GPU Display Driver for Linux,,kernel mode layer handler
CVE-2022-34970,heap-based buffer overflow,arbitrary code execution,,,,"Crow",before 1.0+4,function qs_parse in query_string.h
CVE-2022-35104,heap-buffer overflow,,,,,SWFTools,commit 772e55a2,DCTStream::reset() at /xpdf/Stream.cc
CVE-2022-35105,heap-buffer overflow,,,,,SWFTools,commit 772e55a2,/bin/png2swf+0x552cea
CVE-2022-35107,stack overflow,,,,,SWFTools,commit 772e55a2,vfprintf at /stdio-common/vfprintf.c
CVE-2022-35109,heap-buffer overflow,,,,,SWFTools,commit 772e55a2,draw_stroke at /gfxpoly/stroke.c
CVE-2022-35111,stack overflow,,,,,SWFTools,commit 772e55a2,__sanitizer::StackDepotNode::hash(__sanitizer::StackTrace const&) at /sanitizer_common/sanitizer_stackdepot.cpp
CVE-2022-35113,heap-buffer overflow,,,,,SWFTools,commit 772e55a2,swf_DefineLosslessBitsTagToImage at /modules/swfbits.c
CVE-2022-35218,insufficient validation,heap-based buffer overflow,denial of service,,,NHI card's web service component,,
CVE-2022-35219,insufficient validation,stack-based buffer overflow,denial of service,,,NHI card's web service component,,
CVE-2022-35244,format string injection,memory corruption,information disclosure,malicious XML payload,,Abode Systems iota All-In-One Security Kit,"6.9X and 6.9Z",XCMD getVarHA functionality
CVE-2022-35260,,buffer overflow,denial of service,,,curl,,
CVE-2022-35289,integer overflow,write-what-where condition,arbitrary code execution,crafted JavaScript,,hermes,prior to commit 5b6255ae049fa4641791e47fad994e8e8c4da374,
CVE-2022-35407,stack buffer overflow,arbitrary code execution,,,,"Insyde InsydeH2O with kernel 5.0 through 5.5",,SetupUtility driver
CVE-2022-35447,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b04de
CVE-2022-35448,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b55af
CVE-2022-35449,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b0466
CVE-2022-35450,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b84b1
CVE-2022-35451,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b03b5
CVE-2022-35452,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b0b2c
CVE-2022-35453,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c08a6
CVE-2022-35454,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b05aa
CVE-2022-35455,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b0d63
CVE-2022-35456,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x617087
CVE-2022-35458,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b05ce
CVE-2022-35459,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6e412a
CVE-2022-35460,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x61731f
CVE-2022-35461,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c0a32
CVE-2022-35462,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c0bc3
CVE-2022-35463,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b0478
CVE-2022-35464,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6171b2
CVE-2022-35465,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c0414
CVE-2022-35456,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x617087
CVE-2022-35458,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b05ce
CVE-2022-35459,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6e412a
CVE-2022-35460,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x61731f
CVE-2022-35461,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c0a32
CVE-2022-35462,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c0bc3
CVE-2022-35463,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6b0478
CVE-2022-35464,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6171b2
CVE-2022-35465,heap-buffer overflow,,,,,OTFCC,v0.10.4,/release-x64/otfccdump+0x6c0414
CVE-2022-35690,stack-based buffer overflow,arbitrary code execution,,,,"Adobe ColdFusion","Update 14 (and earlier) and Update 4 (and earlier)",
CVE-2022-3570,heap buffer overflows,,,crafted TIFF image file,,libtiff,Version 4.4.0,tiffcrop.c utility
CVE-2022-35710,stack-based buffer overflow,arbitrary code execution,,,,"Adobe ColdFusion","Update 14 (and earlier) and Update 4 (and earlier)",
CVE-2022-35711,heap-based buffer overflow,arbitrary code execution,,,,"Adobe ColdFusion","Update 14 (and earlier) and Update 4 (and earlier)",
CVE-2022-35712,heap-based buffer overflow,arbitrary code execution,,,,"Adobe ColdFusion","Update 14 (and earlier) and Update 4 (and earlier)",
CVE-2022-35874,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9X and 6.9Z",XCMD testWifiAP functionality
CVE-2022-35875,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9X and 6.9Z",XCMD testWifiAP functionality
CVE-2022-35876,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9X and 6.9Z",XCMD testWifiAP functionality
CVE-2022-35877,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9X and 6.9Z",XCMD testWifiAP functionality
CVE-2022-35878,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",UPnP logging functionality
CVE-2022-35879,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",UPnP logging functionality
CVE-2022-35880,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",UPnP logging functionality
CVE-2022-35881,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",UPnP logging functionality
CVE-2022-35884,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",web interface /action/wirelessConnect functionality
CVE-2022-35885,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",web interface /action/wirelessConnect functionality
CVE-2022-35886,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",web interface /action/wirelessConnect functionality
CVE-2022-35887,format string injection,memory corruption,information disclosure,,,Abode Systems iota All-In-One Security Kit,"6.9Z and 6.9X",web interface /action/wirelessConnect functionality
CVE-2022-35893,,memory corruption,,,,"Insyde InsydeH2O with kernel 5.0 through 5.5",,FvbServicesRuntimeDxe driver
CVE-2022-35896,,memory leak,information disclosure,,,"Insyde InsydeH2O with kernel 5.0 through 5.5",,FvbServicesRuntimeDxe driver
CVE-2022-35928,passwords lengths not checked,buffer overruns,,,,"AES Crypt for Linux",3.11,
CVE-2022-35951,integer overflow,heap overflow,remote code execution,,,Redis,"7.0.0 and above, prior to 7.0.5",XAUTOCLAIM command
CVE-2022-3602,improper validation,buffer overflow,denial of service,malicious email address,,"OpenSSL","3.0.0,3.0.1,3.0.2,3.0.3,3.0.4,3.0.5,3.0.6",X.509 certificate verification
CVE-2022-36063,integer underflow,buffer overflow,remote code execution,,,Azure RTOS USBX,,_ux_host_class_cdc_ecm_mac_address_get function
CVE-2022-36150,heap-buffer overflow,,,,,tifig,v0.2.2,__asan_memmove at /asan/asan_interceptors_memintrinsics.cpp
CVE-2022-36448,,memory corruption,,,,"Insyde InsydeH2O with kernel 5.0 through 5.5",,PnpSmm driver
CVE-2022-3654,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.62,Layout
CVE-2022-3657,use after free,heap corruption,,crafted Chrome Extension,attacker who convinced a user to install a malicious extension,Google Chrome,prior to 107.0.5304.62,Extensions
CVE-2022-3658,use after free,heap corruption,,specific UI interaction,attacker who convinced a user to install a malicious extension,Google Chrome on Chrome OS,prior to 107.0.5304.62,Feedback service on Chrome OS
CVE-2022-3659,use after free,heap corruption,,specific UI interactions,remote attacker,Google Chrome on Chrome OS,prior to 107.0.5304.62,Accessibility
CVE-2022-36620,stack overflow,,,,,D-link DIR-816 A2_v1.10CNB04 and DIR-878 DIR_878_FW1.30B08.img,,/goform/addRouting
CVE-2022-37035,race condition,use-after-free,remote code execution,crafted BGP packets,,"FRRouting (FRR)",8.3,bgp_notify_send_with_data() and bgp_process_packet() in bgp_packet.c
CVE-2022-37134,stack overflow,,,,,D-link DIR-816,A2_v1.10CNB04.img,/goform/form2Wan.cgi
CVE-2022-37415,stack-based buffer overflow,,,,,Uniwill SparkIO.sys driver,1.0,IOCTL 0x40002008
CVE-2022-37937,,memory corruption,,,,"HPE Serviceguard",,
CVE-2022-3821,off-by-one error,buffer overrun,denial of service,,,Systemd,,format_timespan() function of time-util.c
CVE-2022-38334,stack overflow,,,,,XPDF,v4.04 and earlier,function Catalog::countPageTree() at Catalog.cc
CVE-2022-3842,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 105.0.5195.125,Passwords
CVE-2022-38459,stack-based buffer overflow,remote code execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,httpd downfile.cgi functionality
CVE-2022-3863,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 100.0.4896.75,Browser History
CVE-2022-3885,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.106,V8
CVE-2022-3886,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.106,Speech Recognition
CVE-2022-3887,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.106,Web Workers
CVE-2022-3888,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.106,WebCodecs
CVE-2022-3889,type confusion,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.106,V8
CVE-2022-39131,improper locking,memory corruption,denial of service,,,,,camera driver
CVE-2022-39134,race condition,use after free,denial of service,,,,,audio driver
CVE-2022-39274,improper size validation,out-of-bounds write,denial of service,,,LoRaMac-node,prior to 4.7.0,ProcessRadioRxDone function
CVE-2022-39283,,read uninitialized data,,,,"FreeRDP",before 2.8.1,
CVE-2022-39293,integer overflow,buffer overflow,,,,"Azure RTOS USBX",before 6.1.12,_ux_host_class_pima_read function
CVE-2022-39343,integer under and overflows,buffer overflow,,,,"Azure RTOS FileX",before 6.2.0,Fault Tolerant feature
CVE-2022-39392,,out of bounds reads/writes,,,,"Wasmtime",prior to 2.0.2,pooling instance allocator
CVE-2022-39803,improper memory management,stack-based buffer overflow,remote code execution,manipulated ACIS Part and Assembly file,,"SAP 3D Visual Enterprise Author",9,CoreCadTranslator.exe
CVE-2022-39804,improper memory management,stack-based buffer overflow,remote code execution,manipulated SolidWorks Part file,,"SAP 3D Visual Enterprise Author",9,CoreCadTranslator.exe
CVE-2022-39805,improper memory management,stack-based buffer overflow,remote code execution,manipulated Computer Graphics Metafile file,,"SAP 3D Visual Enterprise Author",9,CgmTranslator.exe
CVE-2022-39806,improper memory management,stack-based buffer overflow,remote code execution,manipulated SolidWorks Drawing file,,"SAP 3D Visual Enterprise Author",9,CoreCadTranslator.exe
CVE-2022-39808,improper memory management,stack-based buffer overflow,remote code execution,manipulated Wavefront Object file,,"SAP 3D Visual Enterprise Author",9,ObjTranslator.exe
CVE-2022-39908,time-of-check time-of-use,out-of-bounds write,,,local attacker,"Samsung decoding library for video thumbnails",prior to SMR Dec-2022 Release 1,
CVE-2022-40307,race condition,use-after-free,,,,"Linux kernel",through 5.19.8,drivers/firmware/efi/capsule-loader.c
CVE-2022-40531,incorrect type cast,memory corruption,,,,"WLAN",,
CVE-2022-40962,,memory corruption,,,,"Firefox ESR, Thunderbird, Firefox","< 102.3, < 102.3, < 105",
CVE-2022-40985,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40986,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40987,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40988,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40989,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40990,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40991,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40992,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40993,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40994,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40995,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40996,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40997,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40998,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-40999,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41000,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41001,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41002,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41003,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41004,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41005,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41006,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41007,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41008,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41009,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41010,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41011,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41012,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41013,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41014,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41015,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41016,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41017,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41018,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41024,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41025,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41026,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41027,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41028,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41029,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41030,stack-based buffer overflow,arbitrary command execution,,,,"Siretta QUARTZ-GOLD",G5.0.1.5-210720-141020,DetranCLI command parsing functionality
CVE-2022-41167,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,TeighaTranslator.exe
CVE-2022-41168,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,CatiaTranslator.exe
CVE-2022-41170,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,CatiaTranslator.exe
CVE-2022-41172,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,TeighaTranslator.exe
CVE-2022-41175,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,emf.x3d
CVE-2022-41177,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,CoreCadTranslator.exe
CVE-2022-41179,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,JtTranslator.exe
CVE-2022-41180,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,PDFPublishing.dll
CVE-2022-41184,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,ico.x3d
CVE-2022-41185,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Author",9,MataiPersistence.dll
CVE-2022-41186,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,CgmCore.dll
CVE-2022-41187,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,ObjTranslator.exe
CVE-2022-41189,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,TeighaTranslator.exe
CVE-2022-41190,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,TeighaTranslator.exe
CVE-2022-41191,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,JTReader.x3d
CVE-2022-41193,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,ai.x3d
CVE-2022-41195,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,2d.x3d
CVE-2022-41196,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,vrml.x3d
CVE-2022-41198,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,SketchUp.x3d
CVE-2022-41199,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,vrml.x3d
CVE-2022-41200,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,svg.x3d
CVE-2022-41201,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,rh.x3d
CVE-2022-41202,improper memory management,remote code execution,,,,"SAP 3D Visual Enterprise Viewer",9,vds.x3d
CVE-2022-41211,improper memory management,arbitrary code execution,,,,"SAP 3D Visual Enterprise Author and SAP 3D Visual Enterprise Viewer",9,
CVE-2022-41318,incorrect integer-overflow protection,buffer over-read,,,,"Squid","2.5 through 5.6",libntlmauth
CVE-2022-4135,heap buffer overflow,,,crafted HTML page,remote attacker,Google Chrome,prior to 107.0.5304.121,GPU
CVE-2022-4141,heap based buffer overflow,,,,,vim/vim,9.0.0946 and below,
CVE-2022-41415,stack overflow,denial of service,,,,"Acer Altos W2000h-W570h",F4 R01.03.0018,RevserveMem component
CVE-2022-41420,stack overflow,,,,,nasm,v2.16,Ndisasm component
CVE-2022-41428,heap overflow,,,,,Bento4,v1.6.0-639,AP4_BitReader::ReadBits function in mp4mux
CVE-2022-41429,heap overflow,,,,,Bento4,v1.6.0-639,AP4_Atom::TypeFromString function in mp4tag
CVE-2022-41430,heap overflow,,,,,Bento4,v1.6.0-639,AP4_BitReader::ReadBit function in mp4mux
CVE-2022-41517,stack overflow,,,,,TOTOLINK NR1800X,V9.1.0u.6279_B20210910,setLanguageCfg function
CVE-2022-41520,stack overflow,,,,,TOTOLINK NR1800X,V9.1.0u.6279_B20210910,UploadCustomModule function
CVE-2022-41521,stack overflow,,,,,TOTOLINK NR1800X,V9.1.0u.6279_B20210910,setIpPortFilterRules function
CVE-2022-41522,stack overflow,,,,,TOTOLINK NR1800X,V9.1.0u.6279_B20210910,"main" function
CVE-2022-41523,stack overflow,,,,,TOTOLINK NR1800X,V9.1.0u.6279_B20210910,setTracerouteCfg function
CVE-2022-41524,stack overflow,,,,,TOTOLINK NR1800X,V9.1.0u.6279_B20210910,setParentalRules function
CVE-2022-41525,command injection,,,,,"TOTOLINK NR1800X",V9.1.0u.6279_B20210910,OpModeCfg function at /cgi-bin/cstecgi.cgi
CVE-2022-41595,heap overflow,,,,,,,fingerprint trusted application (TA)
CVE-2022-4172,integer overflow,buffer overflow,,,malicious guest,QEMU,,ACPI Error Record Serialization Table (ERST) device
CVE-2022-4174,type confusion,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.71,V8
CVE-2022-4175,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.71,Camera Capture
CVE-2022-4177,use after free,heap corruption,,crafted Chrome Extension and UI interaction,attacker who convinced a user to install an extension,Google Chrome,prior to 108.0.5359.71,Extensions
CVE-2022-4178,use after free,heap corruption,,crafted HTML page,remote attacker who had compromised the renderer process,Google Chrome,prior to 108.0.5359.71,Mojo
CVE-2022-4179,use after free,heap corruption,,crafted Chrome Extension,attacker who convinced a user to install a malicious extension,Google Chrome,prior to 108.0.5359.71,Audio
CVE-2022-4180,use after free,heap corruption,,crafted Chrome Extension,attacker who convinced a user to install a malicious extension,Google Chrome,prior to 108.0.5359.71,Mojo
CVE-2022-4181,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.71,Forms
CVE-2022-41858,null pointer dereference,,crash,,,Linux kernel,,sl_tx_timeout in drivers/net/slip/slip.c
CVE-2022-41873,integer truncation,out-of-bounds read,,,,"Contiki-NG",prior to 4.9,Bluetooth Low Energy stack
CVE-2022-41877,missing input length validation,out-of-bounds read,,,,"FreeRDP",prior to 2.9.0,drive channel
CVE-2022-41902,,out-of-bounds memory read,crash,,,TensorFlow,,MakeGrapplerFunctionItem function
CVE-2022-4191,use after free,heap corruption,,specific UI interaction,remote attacker,Google Chrome,prior to 108.0.5359.71,Sign-In
CVE-2022-4192,use after free,heap corruption,,specific UI interaction,remote attacker,Google Chrome,prior to 108.0.5359.71,Live Caption
CVE-2022-4194,use after free,heap corruption,,crafted HTML page,remote attacker,Google Chrome,prior to 108.0.5359.71,Accessibility
CVE-2022-41966,,stack overflow,denial of service,,,XStream,prior to 1.4.20,
CVE-2022-41981,stack-based buffer overflow,arbitrary code execution,,,,"OpenImageIO",v2.3.19.0,TGA file format parser
CVE-2022-4203,read buffer overrun,denial of service,,,,"OpenSSL",,X.509 certificate verification
CVE-2022-42324,integer truncation,,,,,Oxenstored,,
CVE-2022-42332,use-after-free,,,,"physically proximate attacker",Xen,,shadow mode
CVE-2022-42377,improper validation,memory corruption,arbitrary code execution,malicious page or file,remote attacker,PDF-XChange Editor,,U3D file parsing
CVE-2022-42498,missing bounds check,out of bounds write,remote code execution,,,Pixel cellular firmware,,
CVE-2022-42499,heap buffer overflow,out of bounds write,remote code execution,,,Android kernel,,sms_SendMmCpErrMsg of sms_MmConManagement.c
CVE-2022-42820,improper state management,memory corruption,arbitrary code execution,,,"iOS, iPadOS, macOS Ventura","16.1, 16, 13",
